Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Day_Category
1705,BDTS-JBP SF,BANDRA TERMINUS,JABALPUR,Friday,Weekday
1706,JBP-BDTS SF,JABALPUR,BANDRA TERMINUS,Saturday,Weekend
1707,JBP-ATT BI-W,JABALPUR,ATARI JN,Thursday,Weekday
1708,ATT-JBP BI-W,ATARI JN,JABALPUR,Tuesday,Weekday
2025,CSMT-KRMI SF,CST-MUMBAI,KARMALI,Tuesday,Weekday
2026,KRMI-CSMT SF,KARMALI,CST-MUMBAI,Monday,Weekday
2191,JBP-SRC SF S,JABALPUR,SANTRAGACHI JN.,Tuesday,Weekday
2192,SRC-JBP SF S,SANTRAGACHI JN.,JABALPUR,Wednesday,Weekday
2195,REWA-BPL SF,REWA,BHOPAL,Thursday,Weekday
2196,BPL-REWA SF,BHOPAL,REWA,Monday,Weekday
2515,TVC-SCL SPL,TRIVANDRUM CENTRAL,SILCHAR,Wednesday,Weekday
2651,PLNI-POY EXP,PALANI,POLLACHI,Monday,Weekday
2652,POY-PLNI EXP,POLLACHI,PALANI,Thursday,Weekday
2731,HYB-JP HSP,HYDERABAD DECCAN,JAIPUR JN.,Thursday,Weekday
2732,JP-HYB SPECI,JAIPUR JN.,HYDERABAD DECCAN,Monday,Weekday
2821,PUNE-SRC AC,PUNE JN.,SANTRAGACHI JN.,Friday,Weekday
2822,SRC-PUNE  AC,SANTRAGACHI JN.,PUNE JN.,Friday,Weekday
2833,RJT-SRC SF A,RAJKOT,SANTRAGACHI JN.,Thursday,Weekday
2834,SRC-RJT SF A,SANTRAGACHI JN.,RAJKOT,Saturday,Weekend
2841,SRC MAS SPL,SANTRAGACHI JN.,CHENNAI CENTRAL,Wednesday,Weekday
2842,MAS SRC SPL,CHENNAI CENTRAL,SANTRAGACHI JN.,Wednesday,Weekday
2845,PUNE HTE SPL,PUNE JN.,HATIA,Thursday,Weekday
2846,HTE-PUNE SPL,HATIA,PUNE JN.,Friday,Weekday
3101,KOAA PURI SP,KOLKATA,PURI,Friday,Weekday
3102,PURI KOAA SP,PURI,KOLKATA,Sunday,Weekend
3301,ASN-DHN MEMU,ASANSOL MAIN,DHANBAD JN.,Wednesday,Weekday
3302,DHN-ASN MEMU,DHANBAD JN.,ASANSOL MAIN,Monday,Weekday
3305,DHN-KUSUNDA,DHANBAD JN.,KUSUNDA,Saturday,Weekend
3306,KUSUNDA-DHN,KUSUNDA,DHANBAD JN.,Friday,Weekday
3307,SZE-PLJE MEM,SONARDIH,PHULWARTANR,Wednesday,Weekday
3308,PLJE-SZE MEM,PHULWARTANR,SONARDIH,Friday,Weekday
3501,JSME-ANVT BI,JASIDIH JN.,ANAND VIHAR TERMINAL,Sunday,Weekend
3502,ANVT-JSME BI,ANAND VIHAR TERMINAL,JASIDIH JN.,Saturday,Weekend
4401,ANVT-UHP EXP,ANAND VIHAR TERMINAL,SHRI MATA VAISHNO DEVI KATRA,Thursday,Weekday
4402,UHP-ANVT EXP,SHRI MATA VAISHNO DEVI KATRA,ANAND VIHAR TERMINAL,Thursday,Weekday
4409,DLI-SVDK SPL,DELHI JN.,SHRI MATA VAISHNO DEVI KATRA,Sunday,Weekend
4410,SVDK-DLI SPL,SHRI MATA VAISHNO DEVI KATRA,DELHI JN.,Wednesday,Weekday
4419,MAO-NZM WINT,MADGOAN JN.,HAZRAT NIZAMUDDIN JN,Sunday,Weekend
4420,NZM-MAO WINT,HAZRAT NIZAMUDDIN JN,MADGOAN JN.,Wednesday,Weekday
4735,BKN - HW EXP,BIKANER JN.,HARIDWAR JN,Sunday,Weekend
4736,HW - BKN EXP,HARIDWAR JN,BIKANER JN.,Tuesday,Weekday
4767,HMH-SGNR SPL,HANUMANGARH JN.,SHRI GANGANAGAR,Sunday,Weekend
4768,SGNR-HMH SPL,SHRI GANGANAGAR,HANUMANGARH JN.,Wednesday,Weekday
4769,HMH SGNR PAS,HANUMANGARH JN.,SHRI GANGANAGAR,Monday,Weekday
4770,SGNR HMH PAS,SHRI GANGANAGAR,HANUMANGARH JN.,Thursday,Weekday
4771,SDLP-SGNR SP,SADULPUR JN,SHRI GANGANAGAR,Tuesday,Weekday
4772,SGNR-SDLP SP,SHRI GANGANAGAR,SADULPUR JN,Tuesday,Weekday
4773,SGNR SOG SPL,SHRI GANGANAGAR,SURATGARH JN.,Tuesday,Weekday
4774,SOG SGNR SPL,SURATGARH JN.,SHRI GANGANAGAR,Sunday,Weekend
4801,PBC MKN PASS,PARVATSAR CITY,MAKRANA JN.,Thursday,Weekday
4802,MKN PBC PASS,MAKRANA JN.,PARVATSAR CITY,Saturday,Weekend
4831,JU HW SPL,JODHPUR JN.,HARIDWAR JN,Sunday,Weekend
4832,HW JU SPL,HARIDWAR JN,JODHPUR JN.,Wednesday,Weekday
4851,MTD RTGH SPL,MERTA ROAD JN.,RATANAGARH JN,Thursday,Weekday
4852,RTGH MTD SPL,RATANAGARH JN,MERTA ROAD JN.,Monday,Weekday
4853,RTGH CUR SPL,RATANAGARH JN,CHURU,Monday,Weekday
4854,CUR RTGH SPL,CHURU,RATANAGARH JN,Monday,Weekday
4921,SRE-UMB MEMU,SAHARANPUR JN.,AMBALA CANTT JN,Tuesday,Weekday
4922,UMB-SRE MEMU,AMBALA CANTT JN,SAHARANPUR JN.,Tuesday,Weekday
4991,PTK-JAT DEMU,PATHANKOT JN.,JAMMU TAWI,Wednesday,Weekday
4992,JAT-PTK DEMU,JAMMU TAWI,PATHANKOT JN.,Sunday,Weekend
5061,GKP - BNY SP,GORAKHPUR JN.,BARHNI,Wednesday,Weekday
5062,BNY - GKP SP,BARHNI,GORAKHPUR JN.,Monday,Weekday
5065,CPR-LJN,CHHAPRA JN.,LUCKNOW JN.,Thursday,Weekday
5066,LJN-CPR-EXP,LUCKNOW JN.,CHHAPRA JN.,Saturday,Weekend
5105,GKP-BST SPL,GORAKHPUR JN.,BASTI,Wednesday,Weekday
5106,BST-GKP SPL,BASTI,GORAKHPUR JN.,Monday,Weekday
5305,CPA-FBD EXP,KANPUR ANWARGANJ,FARRUKHABAD JN,Thursday,Weekday
5306,FBD- CPA EXP,FARRUKHABAD JN,KANPUR ANWARGANJ,Saturday,Weekend
5309,BC-LKU SPL,BAREILLY CITY,LALKUA JN.,Friday,Weekday
5310,LKU-BC EXP,LALKUA JN.,BAREILLY CITY,Wednesday,Weekday
5521,JMP-SHC SPEC,JAMALPUR JN.,SAHARSA JN.,Saturday,Weekend
5522,SHC-JMP SPEC,SAHARSA JN.,JAMALPUR JN.,Monday,Weekday
5613,JLWC-KOTA SP,JHALAWAR CITY,KOTA,Sunday,Weekend
5614,KOTA-JLWC SP,KOTA,JHALAWAR CITY,Sunday,Weekend
5619,NLP - MZS PA,NORTH LAKHIMPUR,MURKEONG SELEK,Thursday,Weekday
5620,MZS - NLP PA,MURKEONG SELEK,NORTH LAKHIMPUR,Tuesday,Weekday
5631,GHY - SCL PA,GUWAHATI,SILCHAR,Wednesday,Weekday
5632,SCL - GHY PA,SILCHAR,GUWAHATI,Friday,Weekday
5715,GAREEB NAWAZ,NEW JALPAIGURI JN,KISHANGANJ,Monday,Weekday
5716,GAREEB NAWAZ,KISHANGANJ,NEW JALPAIGURI JN,Thursday,Weekday
5719,KIR - SGUJ D,KATIHAR JN.,SILIGURI JN.,Saturday,Weekend
5720,SGUJ - KIR D,SILIGURI JN.,KATIHAR JN.,Tuesday,Weekday
5863,RNY - RPAN P,RANGIYA JN.,RANGAPARA NORTH,Saturday,Weekend
5864,RPAN - RNY P,RANGAPARA NORTH,RANGIYA JN.,Saturday,Weekend
5865,RNY - MZS PA,RANGIYA JN.,MURKEONG SELEK,Thursday,Weekday
5866,MZS - RNY PA,MURKEONG SELEK,RANGIYA JN.,Monday,Weekday
6001,MS-TEN SPECI,CHENNAI EGMORE,TIRUNELVELI JN,Friday,Weekday
6002,TEN - MS SPE,TIRUNELVELI JN,CHENNAI EGMORE,Wednesday,Weekday
6006,ERS-MAS SPL,ERNAKULAM. JN,CHENNAI CENTRAL,Tuesday,Weekday
6009,SRC-PDY SPL,SANTRAGACHI JN.,PONDICHERRY,Tuesday,Weekday
6010,PDY-SRC SPL,PONDICHERRY,SANTRAGACHI JN.,Monday,Weekday
6041,MAS-QLN SPEC,CHENNAI CENTRAL,QUILON,Monday,Weekday
6042,QLN-MAS SPEC,QUILON,CHENNAI CENTRAL,Thursday,Weekday
6043,MAS-QLN SPL,CHENNAI CENTRAL,QUILON,Saturday,Weekend
6044,QLN-MAS  SPL,QUILON,CHENNAI CENTRAL,Friday,Weekday
6046,QLN-MAS SPEC,QUILON,CHENNAI CENTRAL,Tuesday,Weekday
6047,MAS-QLN SPL,CHENNAI CENTRAL,QUILON,Friday,Weekday
6048,QLN- MAS SPL,QUILON,CHENNAI CENTRAL,Tuesday,Weekday
6049,MS-QLN SPL F,CHENNAI EGMORE,QUILON,Monday,Weekday
6050,QLN-MS  SPL,QUILON,CHENNAI EGMORE,Wednesday,Weekday
6053,KCVL-MAJN S/,KOCHUVELI,MANGALORE JN,Saturday,Weekend
6054,MAJN-KCVL S/,MANGALORE JN,KOCHUVELI,Sunday,Weekend
6057,SRC-MAS  SPL,SANTRAGACHI JN.,CHENNAI CENTRAL,Friday,Weekday
6058,MAS-SRC  EXP,CHENNAI CENTRAL,SANTRAGACHI JN.,Tuesday,Weekday
6065,CGL-MDU SPL,CHENGALPATTU,MADURAI JN,Monday,Weekday
6066,MDU-CGL SPL,MADURAI JN,CHENGALPATTU,Tuesday,Weekday
6067,CGL-CBE TRI-,CHENGALPATTU,COIMBATORE JN.,Sunday,Weekend
6068,CBE-CGL TRI-,COIMBATORE JN.,CHENGALPATTU,Saturday,Weekend
6081,CBE-POY PASS,COIMBATORE JN.,POLLACHI,Friday,Weekday
6082,POY-CBE PASS,POLLACHI,COIMBATORE JN.,Thursday,Weekday
6412,DSJ-PAY EZHI,DELHI-SAFDAR JANG,PAYYANUR,Friday,Weekday
6512,MKM-BAND ONE,MARIKUPPAM,BANASWADI,Wednesday,Weekday
6513,BWT-MKM-MEMU,BANGARPET JN.,MARIKUPPAM,Sunday,Weekend
6541,YPR-PVR WEEK,YESVANTPUR JN.,PANDHARPUR,Sunday,Weekend
6542,PVR-YPR WEEK,PANDHARPUR,YESVANTPUR JN.,Wednesday,Weekday
6547,YPR-ERS WEEK,YESVANTPUR JN.,ERNAKULAM. JN,Thursday,Weekday
6548,ERS-YPR WEEK,ERNAKULAM. JN,YESVANTPUR JN.,Wednesday,Weekday
6579,YPR-VSKP WKY,YESVANTPUR JN.,VISAKHAPATNAM,Friday,Weekday
6580,VSKP-YPR WKY,VISAKHAPATNAM,YESVANTPUR JN.,Tuesday,Weekday
6581,YPR-BGM TATK,YESVANTPUR JN.,BELGAUM,Thursday,Weekday
6582,BGM-YPR TATK,BELGAUM,YESVANTPUR JN.,Monday,Weekday
6591,YPR-HSRA PAS,YESVANTPUR JN.,HOSUR,Monday,Weekday
6592,HSRA-YPR PAS,HOSUR,YESVANTPUR JN.,Tuesday,Weekday
6593,WFD-BYPL DEM,WHITE FIELD,BAIYYAPPANAHALLI,Sunday,Weekend
6594,BYPL-WFD DEM,BAIYYAPPANAHALLI,WHITE FIELD,Saturday,Weekend
6595,YPR-CBP PASS,YESVANTPUR JN.,DEVANHALLI,Saturday,Weekend
6596,CBP-YPR PASS,DEVANHALLI,YESVANTPUR JN.,Tuesday,Weekday
6647,KRBA-BSP PAS,KORBA,BILASPUR JN.,Friday,Weekday
6648,BSP-KRRBA PA,BILASPUR JN.,KORBA,Friday,Weekday
6769,PGTN-PLNI PA,PALGHAT TOWN,PALANI,Wednesday,Weekday
6770,PLNI-PGTN PA,PALANI,PALGHAT TOWN,Thursday,Weekday
6851,KIK-NCR DEMU,KARAIKAL,NAGORE,Wednesday,Weekday
6852,NCR-KIK DEMU,NAGORE,KARAIKAL,Sunday,Weekend
6853,KIK-NCR PASS,KARAIKAL,NAGORE,Thursday,Weekday
6854,NCR-KIK PASS,NAGORE,KARAIKAL,Monday,Weekday
6919,UBL-BJP SPL,HUBLI JN.,BIJAPUR JN,Saturday,Weekend
6920,BJP-UBL SPL,BIJAPUR JN,HUBLI JN.,Monday,Weekday
7005,HYB-RXL,HYDERABAD DECCAN,RAXAUL JN.,Sunday,Weekend
7006,RXL-HYB,RAXAUL JN.,HYDERABAD DECCAN,Saturday,Weekend
7007,SC-DBG,SECUNDERABAD JN.,DARBHANGA JN.,Sunday,Weekend
7008,DBG-SC,DARBHANGA JN.,SECUNDERABAD JN.,Wednesday,Weekday
7016,KCG-VSKP,KACHEGUDA,VISAKHAPATNAM,Saturday,Weekend
7044,VSKP HSP,TIRUPATI,VISAKHAPATNAM,Monday,Weekday
7061,COA-VLNK,KAKINADA PORT,VIJAYWADA JN.,Tuesday,Weekday
7062,VLNK-BZA,VIJAYWADA JN.,KAKINADA PORT,Friday,Weekday
7075,HYB-COA,SECUNDERABAD JN.,KAKINADA TOWN,Wednesday,Weekday
7076,COA-HYB,KAKINADA TOWN,SECUNDERABAD JN.,Thursday,Weekday
7109,HYB-QLN,HYDERABAD DECCAN,QUILON,Thursday,Weekday
7110,QLN-HYB,QUILON,HYDERABAD DECCAN,Monday,Weekday
7113,KRMR-QLN,KARIM NAGAR,QUILON,Wednesday,Weekday
7133,HYB-GNT-QLN,HYDERABAD DECCAN,QUILON,Thursday,Weekday
7134,QLN-GNT-HYB,QUILON,HYDERABAD DECCAN,Saturday,Weekend
7141,HYB-QLN,HYDERABAD DECCAN,QUILON,Thursday,Weekday
7142,QLN-HYB,QUILON,HYDERABAD DECCAN,Sunday,Weekend
7146,TPTY-KCG,TIRUPATI,KACHEGUDA,Friday,Weekday
7149,SC-GHY HSP,SECUNDERABAD JN.,GUWAHATI,Thursday,Weekday
7211,CCT-QLN,KAKINADA TOWN,QUILON,Tuesday,Weekday
7212,QLN-COA,QUILON,KAKINADA TOWN,Friday,Weekday
7213,BZA-QLN,VIJAYWADA JN.,QUILON,Friday,Weekday
7214,QLN-BZA,QUILON,VIJAYWADA JN.,Tuesday,Weekday
7217,NS-QLN,NARASAPUR,QUILON,Friday,Weekday
7218,QLN-NS,QUILON,NARASAPUR,Monday,Weekday
7410,TPTY-AK,TIRUPATI,AURANGABAD,Saturday,Weekend
7417,TPTY-NSL HSP,TIRUPATI,NAGARSOL,Monday,Weekday
7418,NSL-TPTY HSP,NAGARSOL,TIRUPATI,Monday,Weekday
7425,KCG--COA HSP,KACHEGUDA,KAKINADA PORT,Saturday,Weekend
7426,COA-KCG HSP,KAKINADA PORT,KACHEGUDA,Sunday,Weekend
7429,SC-TPTY,SECUNDERABAD JN.,TIRUPATI,Wednesday,Weekday
7430,TPTY-SC,TIRUPATI,SECUNDERABAD JN.,Thursday,Weekday
7431,CCT-TPTY,KAKINADA TOWN,TIRUPATI,Friday,Weekday
7432,TPTY-CCT,TIRUPATI,KAKINADA TOWN,Tuesday,Weekday
7435,COA-HYB,KAKINADA TOWN,SECUNDERABAD JN.,Sunday,Weekend
7436,SC-COA,SECUNDERABAD JN.,KAKINADA TOWN,Saturday,Weekend
7438,KCG-TATA HSP,KACHEGUDA,TATANAGAR JN,Tuesday,Weekday
7439,TATA-KCG HSP,TATANAGAR JN,KACHEGUDA,Tuesday,Weekday
7487,TPTY-VSKP,TIRUPATI,VISAKHAPATNAM,Wednesday,Weekday
7505,AWB-QLN,AURANGABAD,QUILON,Wednesday,Weekday
7509,ADB-QLN,ADILABAD,QUILON,Thursday,Weekday
7517,BIDAR-PVR,BIDAR,PANDHARPUR,Thursday,Weekday
7525,NJP - NBQ DE,SILIGURI JN.,NEW BONGAIGAON JN.,Tuesday,Weekday
7526,NBQ - NJP DE,NEW BONGAIGAON JN.,SILIGURI JN.,Tuesday,Weekday
7603,KCG-KJM HSP,KACHEGUDA,KRISHNA RAJA PURAM,Wednesday,Weekday
7604,KJM-KCG HSP,KRISHNA RAJA PURAM,KACHEGUDA,Wednesday,Weekday
7607,NED-TPTY HOL,NANDED,TIRUPATI,Saturday,Weekend
7608,TPTY-NED,TIRUPATI,NANDED,Monday,Weekday
7613,sabarimalai,NIZAMABAD,QUILON,Tuesday,Weekday
7614,sabarimalai,QUILON,NIZAMABAD,Sunday,Weekend
7644,tpty spl,KAKINADA TOWN,TIRUPATI,Sunday,Weekend
7645,RU-CCT,RENIGUNTA JN.,KAKINADA TOWN,Thursday,Weekday
7757,SC-BZA  SPL,SECUNDERABAD JN.,VIJAYWADA JN.,Sunday,Weekend
7758,BZA-SC  SPL,VIJAYWADA JN.,SECUNDERABAD JN.,Tuesday,Weekday
7941,CCT-TPTY HSP,KAKINADA TOWN,RENIGUNTA JN.,Monday,Weekday
7942,TPTY-COASPL,TIRUPATI,KAKINADA TOWN,Wednesday,Weekday
8001,KGP-JGM BI-W,KHARAGPUR,JHARGRAM,Tuesday,Weekday
8002,JGM-KGP BI-W,JHARGRAM,KHARAGPUR,Thursday,Weekday
8014,MDN-KGP MEMU,MIDNAPORE,KHARAGPUR,Monday,Weekday
8017,KGP-JGM MEMU,KHARAGPUR,JHARGRAM,Sunday,Weekend
8018,JGM-KGP MEMU,JHARGRAM,KHARAGPUR,Tuesday,Weekday
8035,BLS - KGP DE,KHARAGPUR,BALASORE,Saturday,Weekend
8036,BLS - KGP ME,BALASORE,KHARAGPUR,Sunday,Weekend
8051,KGP JGM MEMU,KHARAGPUR,JHARGRAM,Thursday,Weekday
8052,JGM KGP MEMU,JHARGRAM,KHARAGPUR,Saturday,Weekend
8061,SHM JP SPL W,SHALIMAR,JAIPUR JN.,Friday,Weekday
8062,JP SHM SPL W,JAIPUR JN.,SHALIMAR,Wednesday,Weekday
8063,KGP-BQA DEMU,KHARAGPUR,BANKURA,Sunday,Weekend
8064,BQA-KGP DEMU,BANKURA,KHARAGPUR,Monday,Weekday
8065,KGP-BQA MEMU,KHARAGPUR,BANKURA,Tuesday,Weekday
8082,BQA-VSU MEMU,BANKURA,BISHNUPUR,Sunday,Weekend
8087,VSU-BQA MEMU,BISHNUPUR,BANKURA,Wednesday,Weekday
8101,CBSA CKP DEM,CHAIBASA,CHAKARADHARPUR,Friday,Weekday
8102,CKP-CBSA DEM,CHAKARADHARPUR,CHAIBASA,Wednesday,Weekday
8301,SBP-BAND WEE,SAMBALPUR JN.,BANASWADI,Sunday,Weekend
8302,BAND-SBP WEE,BANASWADI,SAMBALPUR JN.,Sunday,Weekend
8403,PURI-SRC WEE,PURI,SANTRAGACHI JN.,Sunday,Weekend
8404,SRC-PURI WEE,SANTRAGACHI JN.,PURI,Friday,Weekday
8501,VSKP SC WEEK,VISAKHAPATNAM,SECUNDERABAD JN.,Wednesday,Weekday
8502,SC VSKP SPEC,SECUNDERABAD JN.,VISAKHAPATNAM,Sunday,Weekend
8511,KRDL-VSKP SP,KIRANDUL,VISAKHAPATNAM,Friday,Weekday
8512,VSKP-KRDL SP,VISAKHAPATNAM,KIRANDUL,Wednesday,Weekday
8567,VSKP-QLN BI-,VISAKHAPATNAM,QUILON,Monday,Weekday
8568,QLN-VSKP BI-,QUILON,VISAKHAPATNAM,Wednesday,Weekday
8573,VSKP-TPTY WE,VISAKHAPATNAM,TIRUPATI,Tuesday,Weekday
8574,TPTY-VSKP SP,TIRUPATI,VISAKHAPATNAM,Tuesday,Weekday
8581,BPQ CAF PASS,BALHARSHAH,CHANDAFORT,Friday,Weekday
8582,CAF BPQ SPL,CHANDAFORT,BALHARSHAH,Tuesday,Weekday
8617,RNC ANVT SPL,RANCHI,ANAND VIHAR TERMINAL,Monday,Weekday
8618,ANVT RNC SPL,ANAND VIHAR TERMINAL,RANCHI,Sunday,Weekend
8627,HWH RNC SPL,HOWRAH JN.,RANCHI,Saturday,Weekend
8628,RNC HWH  SPL,RANCHI,HOWRAH JN.,Friday,Weekday
8872,DURG-G PASS,DURG,GONDIA JN.,Monday,Weekday
9003,BDTS NZM  SF,BANDRA TERMINUS,HAZRAT NIZAMUDDIN JN,Saturday,Weekend
9004,NZM  BDTS SF,HAZRAT NIZAMUDDIN JN,BANDRA TERMINUS,Monday,Weekday
9005,BCT NDLS BI,MUMBAI CENTRAL,NEW DELHI,Wednesday,Weekday
9006,NDLS BCT BI,NEW DELHI,MUMBAI CENTRAL,Sunday,Weekend
9011,BDTS BKN WEE,BANDRA TERMINUS,BIKANER JN.,Thursday,Weekday
9012,BKN BDTS WEE,BIKANER JN.,BANDRA TERMINUS,Tuesday,Weekday
9433,BDTS GIMB WE,BANDRA TERMINUS,GANDHIDHAM JN.,Wednesday,Weekday
9434,GIMB BDTS WE,GANDHIDHAM JN.,BANDRA TERMINUS,Wednesday,Weekday
9621,AII BDTS SF,AJMER JN.,BANDRA TERMINUS,Tuesday,Weekday
9622,BDTS AII SF,BANDRA TERMINUS,AJMER JN.,Saturday,Weekend
9721,JP UDZ SF SP,JAIPUR JN.,UDAIPUR CITY,Friday,Weekday
9722,UDZ JP SF SP,UDAIPUR CITY,JAIPUR JN.,Wednesday,Weekday
9761,SGNR-SOG SPL,SHRI GANGANAGAR,SURATGARH JN.,Friday,Weekday
9809,KOTA-NZM DAI,KOTA,HAZRAT NIZAMUDDIN JN,Saturday,Weekend
9810,NZM-KOTA DAI,HAZRAT NIZAMUDDIN JN,KOTA,Monday,Weekday
10103,MANDOVI EXPR,CST-MUMBAI,MADGOAN JN.,Thursday,Weekday
10104,MANDOVI EXPR,MADGOAN JN.,CST-MUMBAI,Monday,Weekday
10111,KONKAN KANYA,CST-MUMBAI,MADGOAN JN.,Friday,Weekday
10112,KONKAN KANYA,MADGOAN JN.,CST-MUMBAI,Saturday,Weekend
10215,MAO-ERS,MADGOAN JN.,ERNAKULAM. JN,Tuesday,Weekday
10216,ERS-MAO SPL,ERNAKULAM. JN,MADGOAN JN.,Wednesday,Weekday
11001,SNSI-PVR EXP,SAI NAGAR SHIRDI,PANDHARPUR,Wednesday,Weekday
11002,PVR-SNSI EXP,PANDHARPUR,SAI NAGAR SHIRDI,Sunday,Weekend
11003,DR-SWV TUTAR,DADAR,SAWANTWADI ROAD,Friday,Weekday
11004,SWV-DR TUTAR,SAWANTWADI ROAD,DADAR,Friday,Weekday
11005,DR-PDY EXPRE,DADAR,PONDICHERRY,Saturday,Weekend
11006,CHALUKYA EXP,PONDICHERRY,DADAR,Saturday,Weekend
11007,DECCAN EXPRE,CST-MUMBAI,PUNE JN.,Wednesday,Weekday
11008,DECCAN EXPRE,PUNE JN.,CST-MUMBAI,Monday,Weekday
11009,SINHAGAD EXP,CST-MUMBAI,PUNE JN.,Thursday,Weekday
11010,SINHAGAD EXP,PUNE JN.,CST-MUMBAI,Sunday,Weekend
11011,LTT-NED EXPR,LOKMANYA TILAK TERMINUS,NANDED,Friday,Weekday
11012,NED-LTT  EXP,NANDED,LOKMANYA TILAK TERMINUS,Monday,Weekday
11013,COIMBATORE E,LOKMANYA TILAK TERMINUS,COIMBATORE JN.,Tuesday,Weekday
11014,LOKMANYA TT,COIMBATORE JN.,LOKMANYA TILAK TERMINUS,Wednesday,Weekday
11015,KUSHINAGAR E,LOKMANYA TILAK TERMINUS,GORAKHPUR JN.,Saturday,Weekend
11016,KUSHINAGAR E,GORAKHPUR JN.,LOKMANYA TILAK TERMINUS,Sunday,Weekend
11017,LTT-KIK WEEK,LOKMANYA TILAK TERMINUS,KARAIKAL,Thursday,Weekday
11018,KARAIKAL LTT,KARAIKAL,LOKMANYA TILAK TERMINUS,Wednesday,Weekday
11019,KONARK EXPRE,CST-MUMBAI,BHUBANESWAR,Friday,Weekday
11020,KONARK EXPRE,BHUBANESWAR,CST-MUMBAI,Wednesday,Weekday
11021,DR-TEN EXPRE,DADAR,TIRUNELVELI JN,Saturday,Weekend
11022,TEN - DR EXP,TIRUNELVELI JN,DADAR,Saturday,Weekend
11023,SAHYADRI EXP,CST-MUMBAI,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Wednesday,Weekday
11024,SAHYADRI EXP,CHHATRAPATI SHAHU MAHARAJ TERMINUS,CST-MUMBAI,Thursday,Weekday
11025,BSL-PUNE EXP,BHUSAVAL JN.,PUNE JN.,Tuesday,Weekday
11026,PUNE-BSL EXP,PUNE JN.,BHUSAVAL JN.,Saturday,Weekend
11027,CSMT-MAS MAI,CST-MUMBAI,CHENNAI CENTRAL,Sunday,Weekend
11028,MAS-CSMT MUM,CHENNAI CENTRAL,CST-MUMBAI,Thursday,Weekday
11029,KOYNA EXPRES,CST-MUMBAI,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Tuesday,Weekday
11030,KOYNA EXPRES,CHHATRAPATI SHAHU MAHARAJ TERMINUS,CST-MUMBAI,Friday,Weekday
11031,SUR-BJP EPXR,SOLAPUR,BIJAPUR JN,Saturday,Weekend
11032,BJP-SUR EXPR,BIJAPUR JN,SOLAPUR,Wednesday,Weekday
11033,PUNE-DBG EXP,PUNE JN.,DARBHANGA JN.,Friday,Weekday
11034,DBG-PUNE EXP,DARBHANGA JN.,PUNE JN.,Wednesday,Weekday
11035,SHARAVATHI E,DADAR,MYSORE JN.,Friday,Weekday
11036,SHARAVATI EX,MYSORE JN.,DADAR,Tuesday,Weekday
11037,PUNE-GKP EXP,PUNE JN.,GORAKHPUR JN.,Friday,Weekday
11038,GKP-PUNE EXP,GORAKHPUR JN.,PUNE JN.,Tuesday,Weekday
11039,MAHARASHTRA,CHHATRAPATI SHAHU MAHARAJ TERMINUS,GONDIA JN.,Thursday,Weekday
11040,MAHARASHTRA,GONDIA JN.,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Friday,Weekday
11041,CSMT -MAS EX,CST-MUMBAI,CHENNAI CENTRAL,Tuesday,Weekday
11042,MAS-CSMT MUM,CHENNAI CENTRAL,CST-MUMBAI,Saturday,Weekend
11043,LTT-MADURAI,LOKMANYA TILAK TERMINUS,MADURAI JN,Tuesday,Weekday
11044,LOKAMANYA TT,MADURAI JN,LOKMANYA TILAK TERMINUS,Sunday,Weekend
11045,DIKSHABHOOMI,CHHATRAPATI SHAHU MAHARAJ TERMINUS,DHANBAD JN.,Sunday,Weekend
11046,DIKSHABHUMI,DHANBAD JN.,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Sunday,Weekend
11047,MRJ UBL EXP,MIRAJ JN.,HUBLI JN.,Friday,Weekday
11048,UBL MRJ EXPR,HUBLI JN.,MIRAJ JN.,Sunday,Weekend
11049,ADI-KOP EXPR,AHMEDABAD,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Saturday,Weekend
11050,KOP-ADI EXPR,CHHATRAPATI SHAHU MAHARAJ TERMINUS,AHMEDABAD,Saturday,Weekend
11051,SUR - KOP EX,SOLAPUR,CHHATRAPATI SHAHU MAHARAJ TERMINUS,Friday,Weekday
11052,KOP - SUR EX,CHHATRAPATI SHAHU MAHARAJ TERMINUS,SOLAPUR,Sunday,Weekend
11053,LTT-AMH EXPR,LOKMANYA TILAK TERMINUS,AZAMGARH,Thursday,Weekday
11054,AMH-LTT EXPR,AZAMGARH,LOKMANYA TILAK TERMINUS,Thursday,Weekday
11055,GODAN EXPRES,LOKMANYA TILAK TERMINUS,GORAKHPUR JN.,Thursday,Weekday
11056,GODAN EXPRES,GORAKHPUR JN.,LOKMANYA TILAK TERMINUS,Wednesday,Weekday
11057,AMRITSAR EXP,CST-MUMBAI,AMRITSAR JN.,Friday,Weekday
11058,ASR CSMT EXP,AMRITSAR JN.,CST-MUMBAI,Thursday,Weekday
11059,CHHAPRA EXPR,LOKMANYA TILAK TERMINUS,CHHAPRA JN.,Sunday,Weekend
11060,CPR LTT EXPR,CHHAPRA JN.,LOKMANYA TILAK TERMINUS,Thursday,Weekday
