Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days
97071,K61,CST-MUMBAI,KALYAN JN,Monday
97075,K63,CST-MUMBAI,KALYAN JN,Tuesday
97079,K65,CST-MUMBAI,KALYAN JN,Saturday
97081,K67,CST-MUMBAI,KALYAN JN,Sunday
97083,K69,CST-MUMBAI,KALYAN JN,Wednesday
97085,K71,CST-MUMBAI,KALYAN JN,Monday
97089,K75,CST-MUMBAI,KALYAN JN,Sunday
97091,K77,CST-MUMBAI,KALYAN JN,Wednesday
97093,K79,CST-MUMBAI,KALYAN JN,Tuesday
97095,K81,CST-MUMBAI,KALYAN JN,Tuesday
97101,K83,CST-MUMBAI,KALYAN JN,Sunday
97103,K85,CST-MUMBAI,KALYAN JN,Saturday
97105,K87,CST-MUMBAI,KALYAN JN,Wednesday
97111,K91,CST-MUMBAI,KALYAN JN,Saturday
97113,K93,CST-MUMBAI,KALYAN JN,Sunday
97117,K97,CST-MUMBAI,KALYAN JN,Saturday
97119,K99,CST-MUMBAI,KALYAN JN,Wednesday
97125,K105,CST-MUMBAI,KALYAN JN,Friday
97127,K107,CST-MUMBAI,KALYAN JN,Sunday
97129,K109,CST-MUMBAI,KALYAN JN,Friday
97133,K113,CST-MUMBAI,KALYAN JN,Saturday
97139,K117,CST-MUMBAI,KALYAN JN,Thursday
97147,K123,CST-MUMBAI,KALYAN JN,Saturday
97149,K125,CST-MUMBAI,KALYAN JN,Saturday
97151,K127,CST-MUMBAI,KALYAN JN,Friday
97153,K129,CST-MUMBAI,KALYAN JN,Monday
97201,DL1,CST-MUMBAI,DOMBIVLI,Saturday
97203,DL3,CST-MUMBAI,DOMBIVLI,Thursday
97205,DL5,CST-MUMBAI,DOMBIVLI,Tuesday
97207,DL7,CST-MUMBAI,DOMBIVLI,Wednesday
97209,DL9,CST-MUMBAI,DOMBIVLI,Wednesday
97211,DL11,CST-MUMBAI,DOMBIVLI,Friday
97213,DL13,CST-MUMBAI,DOMBIVLI,Tuesday
97215,DL15,CST-MUMBAI,DOMBIVLI,Tuesday
97217,DL17,CST-MUMBAI,DOMBIVLI,Friday
97219,DL19,CST-MUMBAI,DOMBIVLI,Tuesday
97221,DL21,CST-MUMBAI,DOMBIVLI,Tuesday
97223,DL23,CST-MUMBAI,DOMBIVLI,Friday
97225,DL25,CST-MUMBAI,DOMBIVLI,Sunday
97227,DL27,CST-MUMBAI,DOMBIVLI,Friday
97229,DL29,CST-MUMBAI,DOMBIVLI,Sunday
97231,DL31,CST-MUMBAI,DOMBIVLI,Tuesday
97233,DL33,CST-MUMBAI,DOMBIVLI,Tuesday
97239,DL37,CST-MUMBAI,DOMBIVLI,Sunday
97241,DL39,CST-MUMBAI,DOMBIVLI,Tuesday
97243,DL41,CST-MUMBAI,DOMBIVLI,Tuesday
97245,DL43,CST-MUMBAI,DOMBIVLI,Sunday
97249,DL45,CST-MUMBAI,DOMBIVLI,Friday
97251,DL47,CST-MUMBAI,DOMBIVLI,Monday
97253,DL49,CST-MUMBAI,DOMBIVLI,Saturday
97255,DL51,CST-MUMBAI,DOMBIVLI,Tuesday
97301,T1,CST-MUMBAI,THANE,Thursday
97303,T3,CST-MUMBAI,THANE,Sunday
97305,T5,CST-MUMBAI,THANE,Wednesday
97307,T7,CST-MUMBAI,THANE,Wednesday
97309,T9,CST-MUMBAI,THANE,Tuesday
97311,T11,CST-MUMBAI,THANE,Sunday
97313,T13,CST-MUMBAI,THANE,Wednesday
97315,T15,CST-MUMBAI,THANE,Saturday
97317,T19,CST-MUMBAI,THANE,Friday
97319,T21,CST-MUMBAI,THANE,Friday
97321,T23,CST-MUMBAI,THANE,Saturday
97323,T25,CST-MUMBAI,THANE,Wednesday
97325,T29,CST-MUMBAI,THANE,Monday
97327,T31,CST-MUMBAI,THANE,Monday
97329,T35,CST-MUMBAI,THANE,Saturday
97331,T37,CST-MUMBAI,THANE,Monday
97333,T39,CST-MUMBAI,THANE,Tuesday
